x,T,U_0,rho,p,rho,U_0,U_1,U_2
0.146875,293,1.16E-12,1002.15,1.00E+07,1002.15,1.16E-12,0,0
0.148125,293,-5.77E-13,1002.15,1.00E+07,1002.15,-5.77E-13,0,0
0.149375,293,7.03E-13,1002.15,1.00E+07,1002.15,7.03E-13,0,0
0.150625,293,9.14E-13,1002.15,1.00E+07,1002.15,9.14E-13,0,0
0.151875,293,5.06E-13,1002.15,1.00E+07,1002.15,5.06E-13,0,0
0.153125,293,1.91E-13,1002.15,1.00E+07,1002.15,1.91E-13,0,0
0.154375,293,-1.24E-12,1002.15,1.00E+07,1002.15,-1.24E-12,0,0
0.155625,293,-1.75E-12,1002.15,1.00E+07,1002.15,-1.75E-12,0,0
0.156875,293,-1.87E-12,1002.15,1.00E+07,1002.15,-1.87E-12,0,0
0.158125,293,-2.48E-12,1002.15,1.00E+07,1002.15,-2.48E-12,0,0
0.159375,293,-4.66E-12,1002.15,1.00E+07,1002.15,-4.66E-12,0,0
0.160625,293,-4.34E-12,1002.15,1.00E+07,1002.15,-4.34E-12,0,0
0.161875,293,-4.74E-13,1002.15,1.00E+07,1002.15,-4.74E-13,0,0
0.163125,293,1.07E-12,1002.15,1.00E+07,1002.15,1.07E-12,0,0
0.164375,293,9.46E-13,1002.15,1.00E+07,1002.15,9.46E-13,0,0
0.165625,293,1.47E-12,1002.15,1.00E+07,1002.15,1.47E-12,0,0
0.166875,293,1.54E-12,1002.15,1.00E+07,1002.15,1.54E-12,0,0
0.168125,293,2.45E-12,1002.15,1.00E+07,1002.15,2.45E-12,0,0
0.169375,293,2.59E-12,1002.15,1.00E+07,1002.15,2.59E-12,0,0
0.170625,293,4.56E-12,1002.15,1.00E+07,1002.15,4.56E-12,0,0
0.171875,293,7.22E-12,1002.15,1.00E+07,1002.15,7.22E-12,0,0
0.173125,293,1.05E-11,1002.15,1.00E+07,1002.15,1.05E-11,0,0
0.174375,293,1.06E-11,1002.15,1.00E+07,1002.15,1.06E-11,0,0
0.175625,293,4.87E-12,1002.15,1.00E+07,1002.15,4.87E-12,0,0
0.176875,293,-7.96E-14,1002.15,1.00E+07,1002.15,-7.96E-14,0,0
0.178125,293,1.81E-12,1002.15,1.00E+07,1002.15,1.81E-12,0,0
0.179375,293,4.28E-12,1002.15,1.00E+07,1002.15,4.28E-12,0,0
0.180625,293,6.06E-12,1002.15,1.00E+07,1002.15,6.06E-12,0,0
0.181875,293,6.10E-12,1002.15,1.00E+07,1002.15,6.10E-12,0,0
0.183125,293,4.44E-12,1002.15,1.00E+07,1002.15,4.44E-12,0,0
0.184375,293,2.82E-12,1002.15,1.00E+07,1002.15,2.82E-12,0,0
0.185625,293,2.81E-12,1002.15,1.00E+07,1002.15,2.81E-12,0,0
0.186875,293,6.34E-13,1002.15,1.00E+07,1002.15,6.34E-13,0,0
0.188125,293,-3.38E-12,1002.15,1.00E+07,1002.15,-3.38E-12,0,0
0.189375,293,-4.32E-12,1002.15,1.00E+07,1002.15,-4.32E-12,0,0
0.190625,293,-1.96E-12,1002.15,1.00E+07,1002.15,-1.96E-12,0,0
0.191875,293,-2.09E-13,1002.15,1.00E+07,1002.15,-2.09E-13,0,0
0.193125,293,-2.26E-12,1002.15,1.00E+07,1002.15,-2.26E-12,0,0
0.194375,293,-4.15E-14,1002.15,1.00E+07,1002.15,-4.15E-14,0,0
0.195625,293,2.14E-12,1002.15,1.00E+07,1002.15,2.14E-12,0,0
0.196875,293,3.96E-12,1002.15,1.00E+07,1002.15,3.96E-12,0,0
0.198125,293,7.93E-12,1002.15,1.00E+07,1002.15,7.93E-12,0,0
0.199375,293,1.04E-11,1002.15,1.00E+07,1002.15,1.04E-11,0,0
0.200625,293,9.49E-12,1002.15,1.00E+07,1002.15,9.49E-12,0,0
0.201875,293,9.85E-12,1002.15,1.00E+07,1002.15,9.85E-12,0,0
0.203125,293,7.41E-12,1002.15,1.00E+07,1002.15,7.41E-12,0,0
0.204375,293,4.18E-12,1002.15,1.00E+07,1002.15,4.18E-12,0,0
0.205625,293,4.20E-12,1002.15,1.00E+07,1002.15,4.20E-12,0,0
0.206875,293,3.88E-12,1002.15,1.00E+07,1002.15,3.88E-12,0,0
0.208125,293,6.47E-12,1002.15,1.00E+07,1002.15,6.47E-12,0,0
0.209375,293,8.93E-12,1002.15,1.00E+07,1002.15,8.93E-12,0,0
0.210625,293,6.00E-12,1002.15,1.00E+07,1002.15,6.00E-12,0,0
0.211875,293,3.48E-12,1002.15,1.00E+07,1002.15,3.48E-12,0,0
0.213125,293,3.13E-12,1002.15,1.00E+07,1002.15,3.13E-12,0,0
0.214375,293,5.29E-12,1002.15,1.00E+07,1002.15,5.29E-12,0,0
0.215625,293,8.15E-12,1002.15,1.00E+07,1002.15,8.15E-12,0,0
0.216875,293,7.75E-12,1002.15,1.00E+07,1002.15,7.75E-12,0,0
0.218125,293,6.36E-12,1002.15,1.00E+07,1002.15,6.36E-12,0,0
0.219375,293,3.61E-12,1002.15,1.00E+07,1002.15,3.61E-12,0,0
0.220625,293,1.81E-12,1002.15,1.00E+07,1002.15,1.81E-12,0,0
0.221875,293,-3.48E-13,1002.15,1.00E+07,1002.15,-3.48E-13,0,0
0.223125,293,-2.96E-12,1002.15,1.00E+07,1002.15,-2.96E-12,0,0
0.224375,293,-2.08E-12,1002.15,1.00E+07,1002.15,-2.08E-12,0,0
0.225625,293,3.63E-12,1002.15,1.00E+07,1002.15,3.63E-12,0,0
0.226875,293,6.36E-13,1002.15,1.00E+07,1002.15,6.36E-13,0,0
0.228125,293,-4.85E-12,1002.15,1.00E+07,1002.15,-4.85E-12,0,0
0.229375,293,-6.20E-12,1002.15,1.00E+07,1002.15,-6.20E-12,0,0
0.230625,293,-5.44E-12,1002.15,1.00E+07,1002.15,-5.44E-12,0,0
0.231875,293,-6.78E-12,1002.15,1.00E+07,1002.15,-6.78E-12,0,0
0.233125,293,-7.03E-12,1002.15,1.00E+07,1002.15,-7.03E-12,0,0
0.234375,293,-6.61E-12,1002.15,1.00E+07,1002.15,-6.61E-12,0,0
0.235625,293,-7.75E-12,1002.15,1.00E+07,1002.15,-7.75E-12,0,0
0.236875,293,-8.30E-12,1002.15,1.00E+07,1002.15,-8.30E-12,0,0
0.238125,293,-6.16E-12,1002.15,1.00E+07,1002.15,-6.16E-12,0,0
0.239375,293,-7.93E-12,1002.15,1.00E+07,1002.15,-7.93E-12,0,0
0.240625,293,-1.09E-11,1002.15,1.00E+07,1002.15,-1.09E-11,0,0
0.241875,293,-1.19E-11,1002.15,1.00E+07,1002.15,-1.19E-11,0,0
0.243125,293,-1.05E-11,1002.15,1.00E+07,1002.15,-1.05E-11,0,0
0.244375,293,-1.04E-11,1002.15,1.00E+07,1002.15,-1.04E-11,0,0
0.245625,293,-1.17E-11,1002.15,1.00E+07,1002.15,-1.17E-11,0,0
0.246875,293,-9.39E-12,1002.15,1.00E+07,1002.15,-9.39E-12,0,0
0.248125,293,-3.81E-12,1002.15,1.00E+07,1002.15,-3.81E-12,0,0
0.249375,293,-3.29E-12,1002.15,1.00E+07,1002.15,-3.29E-12,0,0
0.250625,293,-4.03E-12,1002.15,1.00E+07,1002.15,-4.03E-12,0,0
0.251875,293,-4.31E-12,1002.15,1.00E+07,1002.15,-4.31E-12,0,0
0.253125,293,-6.99E-12,1002.15,1.00E+07,1002.15,-6.99E-12,0,0
0.254375,293,-9.74E-12,1002.15,1.00E+07,1002.15,-9.74E-12,0,0
0.255625,293,-1.04E-11,1002.15,1.00E+07,1002.15,-1.04E-11,0,0
0.256875,293,-1.12E-11,1002.15,1.00E+07,1002.15,-1.12E-11,0,0
0.258125,293,-9.87E-12,1002.15,1.00E+07,1002.15,-9.87E-12,0,0
0.259375,293,-7.75E-12,1002.15,1.00E+07,1002.15,-7.75E-12,0,0
0.260625,293,-1.12E-11,1002.15,1.00E+07,1002.15,-1.12E-11,0,0
0.261875,293,-1.39E-11,1002.15,1.00E+07,1002.15,-1.39E-11,0,0
0.263125,293,-1.71E-11,1002.15,1.00E+07,1002.15,-1.71E-11,0,0
0.264375,293,-1.89E-11,1002.15,1.00E+07,1002.15,-1.89E-11,0,0
0.265625,293,-1.38E-11,1002.15,1.00E+07,1002.15,-1.38E-11,0,0
0.266875,293,-9.03E-12,1002.15,1.00E+07,1002.15,-9.03E-12,0,0
0.268125,293,-6.96E-12,1002.15,1.00E+07,1002.15,-6.96E-12,0,0
0.269375,293,-4.43E-12,1002.15,1.00E+07,1002.15,-4.43E-12,0,0
0.270625,293,-6.23E-13,1002.15,1.00E+07,1002.15,-6.23E-13,0,0
0.271875,293,1.98E-12,1002.15,1.00E+07,1002.15,1.98E-12,0,0
0.273125,293,7.34E-12,1002.15,1.00E+07,1002.15,7.34E-12,0,0
0.274375,293,1.14E-11,1002.15,1.00E+07,1002.15,1.14E-11,0,0
0.275625,293,1.50E-11,1002.15,1.00E+07,1002.15,1.50E-11,0,0
0.276875,293,1.99E-11,1002.15,1.00E+07,1002.15,1.99E-11,0,0
0.278125,293,1.89E-11,1002.15,1.00E+07,1002.15,1.89E-11,0,0
0.279375,293,1.84E-11,1002.15,1.00E+07,1002.15,1.84E-11,0,0
0.280625,293,2.12E-11,1002.15,1.00E+07,1002.15,2.12E-11,0,0
0.281875,293,2.74E-11,1002.15,1.00E+07,1002.15,2.74E-11,0,0
0.283125,293,4.45E-11,1002.15,1.00E+07,1002.15,4.45E-11,0,0
0.284375,293,7.34E-11,1002.15,1.00E+07,1002.15,7.34E-11,0,0
0.285625,293,1.25E-10,1002.15,1.00E+07,1002.15,1.25E-10,0,0
0.286875,293,2.25E-10,1002.15,1.00E+07,1002.15,2.25E-10,0,0
0.288125,293,4.17E-10,1002.15,1.00E+07,1002.15,4.17E-10,0,0
0.289375,293,7.82E-10,1002.15,1.00E+07,1002.15,7.82E-10,0,0
0.290625,293,1.48E-09,1002.15,1.00E+07,1002.15,1.48E-09,0,0
0.291875,293,2.80E-09,1002.15,1.00E+07,1002.15,2.80E-09,0,0
0.293125,293,5.26E-09,1002.15,1.00E+07,1002.15,5.26E-09,0,0
0.294375,293,9.77E-09,1002.15,1.00E+07,1002.15,9.77E-09,0,0
0.295625,293,1.79E-08,1002.15,1.00E+07,1002.15,1.79E-08,0,0
0.296875,293,3.26E-08,1002.15,1.00E+07,1002.15,3.26E-08,0,0
0.298125,293,5.88E-08,1002.15,1.00E+07,1002.15,5.88E-08,0,0
0.299375,293,1.05E-07,1002.15,1.00E+07,1002.15,1.05E-07,0,0
0.300625,293,1.87E-07,1002.15,1.00E+07,1002.15,1.87E-07,0,0
0.301875,293,3.31E-07,1002.15,1.00E+07,1002.15,3.31E-07,0,0
0.303125,293,5.79E-07,1002.15,1.00E+07,1002.15,5.79E-07,0,0
0.304375,293,1.01E-06,1002.15,1.00E+07,1002.15,1.01E-06,0,0
0.305625,293,1.74E-06,1002.15,1.00E+07,1002.15,1.74E-06,0,0
0.306875,293,2.98E-06,1002.15,1.00E+07,1002.15,2.98E-06,0,0
0.308125,293,5.07E-06,1002.15,1.00E+07,1002.15,5.07E-06,0,0
0.309375,293,8.56E-06,1002.15,1.00E+07,1002.15,8.56E-06,0,0
0.310625,293,1.43E-05,1002.15,1.00E+07,1002.15,1.43E-05,0,0
0.311875,293,2.38E-05,1002.15,1.00E+07,1002.15,2.38E-05,0,0
0.313125,293,3.92E-05,1002.15,1.00E+07,1002.15,3.92E-05,0,0
0.314375,293,6.40E-05,1002.15,1.00E+07,1002.15,6.40E-05,0,0
0.315625,293,0.000103624,1002.15,1.00E+07,1002.15,0.000103624,0,0
0.316875,293,0.000166417,1002.15,1.00E+07,1002.15,0.000166417,0,0
0.318125,293,0.00026495,1002.15,1.00E+07,1002.15,0.00026495,0,0
0.319375,293,0.000418113,1002.15,1.00E+07,1002.15,0.000418113,0,0
0.320625,293,0.000653917,1002.15,1.00E+07,1002.15,0.000653917,0,0
0.321875,293,0.0010134,1002.15,1.00E+07,1002.15,0.0010134,0,0
0.323125,292.999,0.00155598,1002.15,1.00E+07,1002.15,0.00155598,0,0
0.324375,292.999,0.00236654,1002.15,1.00E+07,1002.15,0.00236654,0,0
0.325625,292.999,0.00356481,1002.15,9.99E+06,1002.15,0.00356481,0,0
0.326875,292.998,0.00531731,1002.15,9.99E+06,1002.15,0.00531731,0,0
0.328125,292.997,0.00785238,1002.15,9.99E+06,1002.15,0.00785238,0,0
0.329375,292.996,0.0114783,1002.14,9.98E+06,1002.14,0.0114783,0,0
0.330625,292.994,0.0166049,1002.14,9.98E+06,1002.14,0.0166049,0,0
0.331875,292.991,0.0237676,1002.14,9.96E+06,1002.14,0.0237676,0,0
0.333125,292.988,0.0336536,1002.13,9.95E+06,1002.13,0.0336536,0,0
0.334375,292.983,0.0471278,1002.12,9.93E+06,1002.12,0.0471278,0,0
0.335625,292.977,0.0652565,1002.11,9.90E+06,1002.11,0.0652565,0,0
0.336875,292.968,0.0893243,1002.09,9.87E+06,1002.09,0.0893243,0,0
0.338125,292.957,0.12084,1002.07,9.82E+06,1002.07,0.12084,0,0
0.339375,292.942,0.161526,1002.04,9.76E+06,1002.04,0.161526,0,0
0.340625,292.924,0.213283,1002.01,9.68E+06,1002.01,0.213283,0,0
0.341875,292.901,0.278128,1001.96,9.59E+06,1001.96,0.278128,0,0
0.343125,292.872,0.358099,1001.91,9.47E+06,1001.91,0.358099,0,0
0.344375,292.838,0.455117,1001.84,9.32E+06,1001.84,0.455117,0,0
0.345625,292.797,0.570823,1001.77,9.15E+06,1001.77,0.570823,0,0
0.346875,292.749,0.706375,1001.67,8.95E+06,1001.67,0.706375,0,0
0.348125,292.694,0.862237,1001.57,8.72E+06,1001.57,0.862237,0,0
0.349375,292.632,1.03796,1001.45,8.46E+06,1001.45,1.03796,0,0
0.350625,292.564,1.23205,1001.32,8.17E+06,1001.32,1.23205,0,0
0.351875,292.49,1.44057,1001.18,7.87E+06,1001.18,1.44057,0,0
0.353125,292.417,1.64686,1001.04,7.56E+06,1001.04,1.64686,0,0
0.354375,292.348,1.84238,1000.9,7.27E+06,1000.9,1.84238,0,0
0.355625,292.284,2.02459,1000.78,7.00E+06,1000.78,2.02459,0,0
0.356875,292.225,2.19103,1000.67,6.76E+06,1000.67,2.19103,0,0
0.358125,292.172,2.34017,1000.57,6.53E+06,1000.57,2.34017,0,0
0.359375,292.126,2.4713,1000.48,6.34E+06,1000.48,2.4713,0,0
0.360625,292.086,2.58452,1000.4,6.17E+06,1000.4,2.58452,0,0
0.361875,292.052,2.68052,1000.34,6.03E+06,1000.34,2.68052,0,0
0.363125,292.024,2.76052,1000.28,5.91E+06,1000.28,2.76052,0,0
0.364375,292.001,2.82603,1000.24,5.82E+06,1000.24,2.82603,0,0
0.365625,291.983,2.87877,1000.2,5.74E+06,1000.2,2.87877,0,0
0.366875,291.968,2.92053,1000.17,5.68E+06,1000.17,2.92053,0,0
0.368125,291.957,2.95303,1000.15,5.63E+06,1000.15,2.95303,0,0
0.369375,291.948,2.97793,1000.13,5.59E+06,1000.13,2.97793,0,0
0.370625,291.942,2.9967,1000.12,5.57E+06,1000.12,2.9967,0,0
0.371875,291.937,3.01063,1000.11,5.55E+06,1000.11,3.01063,0,0
0.373125,291.933,3.0208,1000.1,5.53E+06,1000.1,3.0208,0,0
0.374375,291.931,3.02812,1000.1,5.52E+06,1000.1,3.02812,0,0
0.375625,291.929,3.0333,1000.1,5.51E+06,1000.1,3.0333,0,0
0.376875,291.928,3.03693,1000.09,5.51E+06,1000.09,3.03693,0,0
0.378125,291.927,3.03942,1000.09,5.50E+06,1000.09,3.03942,0,0
0.379375,291.926,3.04112,1000.09,5.50E+06,1000.09,3.04112,0,0
0.380625,291.926,3.04225,1000.09,5.50E+06,1000.09,3.04225,0,0
0.381875,291.926,3.04301,1000.09,5.50E+06,1000.09,3.04301,0,0
0.383125,291.926,3.04351,1000.09,5.50E+06,1000.09,3.04351,0,0
0.384375,291.925,3.04384,1000.09,5.50E+06,1000.09,3.04384,0,0
0.385625,291.925,3.04406,1000.09,5.50E+06,1000.09,3.04406,0,0
0.386875,291.925,3.04421,1000.09,5.50E+06,1000.09,3.04421,0,0
0.388125,291.925,3.04431,1000.09,5.50E+06,1000.09,3.04431,0,0
0.389375,291.925,3.04438,1000.09,5.50E+06,1000.09,3.04438,0,0
0.390625,291.925,3.04444,1000.09,5.50E+06,1000.09,3.04444,0,0
0.391875,291.925,3.04447,1000.09,5.50E+06,1000.09,3.04447,0,0
0.393125,291.925,3.04451,1000.09,5.50E+06,1000.09,3.04451,0,0
0.394375,291.925,3.04453,1000.09,5.50E+06,1000.09,3.04453,0,0
0.395625,291.925,3.04456,1000.09,5.50E+06,1000.09,3.04456,0,0
0.396875,291.925,3.04459,1000.09,5.50E+06,1000.09,3.04459,0,0
0.398125,291.925,3.04461,1000.09,5.50E+06,1000.09,3.04461,0,0
0.399375,291.925,3.04463,1000.09,5.50E+06,1000.09,3.04463,0,0
0.400625,291.925,3.04465,1000.09,5.50E+06,1000.09,3.04465,0,0
0.401875,291.925,3.04466,1000.09,5.50E+06,1000.09,3.04466,0,0
0.403125,291.925,3.04468,1000.09,5.50E+06,1000.09,3.04468,0,0
0.404375,291.925,3.04469,1000.09,5.50E+06,1000.09,3.04469,0,0
0.405625,291.925,3.04471,1000.09,5.50E+06,1000.09,3.04471,0,0
0.406875,291.925,3.04472,1000.09,5.50E+06,1000.09,3.04472,0,0
0.408125,291.925,3.04474,1000.09,5.50E+06,1000.09,3.04474,0,0
0.409375,291.925,3.04475,1000.09,5.50E+06,1000.09,3.04475,0,0
0.410625,291.925,3.04477,1000.09,5.50E+06,1000.09,3.04477,0,0
