distance,T,p,U_0,U_1,U_2
0,225.402,2366.87,3.24012,-1.49802,0
0.00153939,225.827,2346.51,-11.8692,2.84821,0
0.00307879,225.874,2270.24,-71.4627,5.57687,0
0.00461818,224.352,2120.4,-126.353,1.69548,0
0.00615758,221.414,2035.35,-160.073,0.907293,0
0.00769697,219.47,2028.47,-180.098,1.30537,0
0.00923636,218.506,2081.05,-192.858,1.80023,0
0.0107758,218.879,2213.43,-197.51,2.4131,0
0.0123152,221.189,2446.77,-192.829,1.13151,0
0.0138545,223.802,2673.82,-183.351,0.109254,0
0.0153939,228.964,3133.99,-159.25,-1.7063,0
0.0169333,235.716,3763.89,-124.715,-3.72186,0
0.0184727,240.726,4282.31,-97.1757,-4.95947,0
0.0200121,247.975,5185.01,-51.1657,-6.38013,0
0.0215515,251.98,5839.58,-20.4115,-6.64608,0
0.0230909,258.337,6802.62,18.4449,-4.82216,0
0.0246303,259.774,7422.15,43.6905,-5.03813,0
0.0261697,260.807,8025.8,69.0506,-4.85649,0
0.0277091,261.65,8856.55,103.193,-4.29668,0
0.0292485,261.862,9359.35,123.991,-3.94072,0
0.0307879,261.996,9815.55,142.618,-3.54191,0
0.0323273,261.936,10223.9,159.31,-3.1824,0
0.0338667,261.561,10738.2,182.347,-2.64436,0
0.0354061,261.267,11012.9,196.313,-2.31305,0
0.0369455,261.148,11241.6,208.638,-1.86755,0
0.0384848,261.066,11442.6,219.617,-1.53094,0
0.0400242,260.901,11603.6,229.901,-1.31716,0
0.0415636,260.796,11727.5,239.491,-1.10026,0
0.043103,260.828,11832.6,247.862,-0.902622,0
0.0446424,260.996,11924.5,255.156,-0.719149,0
0.0461818,261.257,12008.5,261.503,-0.583624,0
0.0477212,261.633,12087.2,267.074,-0.452229,0
0.0492606,262.023,12165,271.915,-0.419083,0
0.0508,262.316,12201.8,274.484,-0.299461,0
0.0523394,262.993,12316.8,277.463,-0.289118,0
0.0538788,263.409,12362.4,281.871,-0.20904,0
0.0554182,264.136,12461.5,284.171,-0.205111,0
0.0569576,264.438,12491.8,287.73,-0.243154,0
0.058497,264.708,12503.2,290.137,-0.0740125,0
0.0600364,265.74,12630.6,290.772,-0.125335,0
0.0615758,266.093,12652.6,293.541,-0.171787,0
0.0631152,266.345,12659.8,295.558,-0.0321265,0
0.0646545,267.325,12771.1,295.989,-0.0712637,0
0.0661939,267.774,12789.7,298.447,-0.0546822,0
0.0677333,268.182,12822.4,298.99,-0.0494353,0
0.0692727,268.68,12850.6,300.807,-0.0618368,0
0.0708121,268.932,12857.8,302.235,-0.00783499,0
0.0723515,269.826,12936,302.603,-0.026861,0
0.0738909,270.356,12956.9,304.219,-0.0189441,0
0.0754303,270.717,12980.4,304.684,-0.0192343,0
0.0769697,271.271,13004.2,305.974,-0.0186214,0
0.0785091,271.517,13011,306.72,-0.026769,0
0.0800485,271.908,13000.3,308.462,-0.0351142,0
0.0815879,272.125,12987.9,309.419,-0.0170958,0
0.0831273,272.387,12981.6,310.146,-0.0225069,0
0.0846667,273.187,12994.5,311.042,0.0139213,0
0.0862061,273.581,13010,311.199,0.0177287,0
0.0877455,274.283,13041.1,311.652,0.0090738,0
0.0892848,274.593,13055,311.965,0.00515943,0
0.0908242,274.851,13059.1,312.387,-0.00940961,0
0.0923636,275.297,13043.5,313.56,-0.0177933,0
0.093903,275.591,13039,314.069,0.0012837,0
0.0954424,275.91,13041.3,314.352,0.00694948,0
0.0969818,276.779,13080.1,314.27,0.0211565,0
0.0985212,277.198,13105.4,314.14,0.0304326,0
0.100061,277.668,13139.4,313.841,0.0283891,0
0.1016,278.461,13205.1,313.429,0.0293322,0
0.103139,278.794,13234.7,313.32,0.00751718,0
0.104679,279.099,13259.9,313.333,0.00133,0
0.106218,279.386,13280.7,313.408,-0.00067884,0
0.107758,279.881,13301.5,313.824,-0.0081387,0
0.109297,280.061,13298.1,314.212,-0.00588902,0
0.110836,280.259,13291.8,314.649,-0.006714,0
0.112376,280.489,13287,315.028,-0.00197625,0
0.113915,280.973,13283.3,315.601,0.00945642,0
0.115455,281.241,13286.4,315.718,0.0144292,0
0.116994,281.502,13289.3,315.896,0.0209548,0
0.118533,281.793,13297.5,315.885,0.0302988,0
0.120073,282.071,13303.7,315.912,0.0294959,0
0.121612,282.34,13309.8,315.954,0.029805,0
0.123152,282.605,13314.4,316.015,0.0319605,0
0.124691,283.122,13325.1,316.09,0.0293851,0
0.12623,283.355,13325.7,316.188,0.0342174,0
0.12777,283.601,13328.5,316.244,0.0319784,0
0.129309,283.822,13327.4,316.341,0.0346133,0
0.130848,284.05,13327.5,316.419,0.0336075,0
0.132388,284.266,13326.4,316.513,0.0332879,0
0.133927,284.481,13324.3,316.622,0.0336949,0
0.135467,284.699,13323.2,316.69,0.0355468,0
0.137006,284.921,13322.4,316.763,0.0375631,0
0.138545,285.147,13323.2,316.776,0.0393345,0
0.140085,285.371,13324,316.792,0.0421186,0
0.141624,285.608,13326.3,316.768,0.0419359,0
0.143164,285.84,13329.1,316.736,0.0449464,0
0.144703,286.086,13333.9,316.661,0.0423578,0
0.146242,286.337,13339.2,316.578,0.0463014,0
0.147782,286.592,13345.8,316.47,0.0442339,0
0.149321,286.84,13352.7,316.359,0.043333,0
0.150861,287.093,13360.4,316.236,0.0430264,0
0.1524,287.338,13367.5,316.117,0.0401726,0
