distance,T,p,U_0,U_1,U_2
0,225.802,2343.78,3.29118,-1.5215,0
0.00153939,226.135,2322.85,-12.3394,2.93693,0
0.00307879,226.133,2244.48,-72.9919,5.61262,0
0.00461818,224.485,2092.53,-128.402,1.69775,0
0.00615758,221.443,2008.04,-162.209,0.945749,0
0.00769697,219.476,2003.36,-182.09,1.35052,0
0.00923636,218.521,2058.91,-194.624,1.82936,0
0.0107758,218.969,2195.79,-198.93,2.41425,0
0.0123152,221.39,2435.41,-193.615,1.12425,0
0.0138545,224.092,2667.25,-183.741,0.0744823,0
0.0153939,229.39,3136.83,-158.894,-1.78585,0
0.0169333,236.328,3780.12,-123.456,-3.84462,0
0.0184727,241.446,4308.3,-95.4257,-5.09226,0
0.0200121,248.834,5226.68,-48.7142,-6.47868,0
0.0215515,252.899,5884.21,-18.0056,-6.61291,0
0.0230909,258.689,6857.92,21.1755,-4.91284,0
0.0246303,260.197,7479.09,46.6376,-5.04918,0
0.0261697,261.21,8080,71.6287,-4.79468,0
0.0277091,261.976,8915.62,105.607,-4.31851,0
0.0292485,262.191,9421.19,126.288,-3.90283,0
0.0307879,262.188,9869.11,145.16,-3.62595,0
0.0323273,261.998,10255.8,162.475,-3.1828,0
0.0338667,261.693,10751.8,185.21,-2.5251,0
0.0354061,261.473,11018.4,198.602,-2.17679,0
0.0369455,261.282,11240.6,210.891,-1.86468,0
0.0384848,261.234,11428,221.833,-1.50208,0
0.0400242,261.158,11583,232.08,-1.26032,0
0.0415636,261.178,11713.2,241.009,-1.03144,0
0.043103,261.21,11818.8,248.995,-0.848959,0
0.0446424,261.157,11894.6,256.438,-0.682157,0
0.0461818,261.227,11928.9,265.295,-0.442418,0
0.0477212,262.2,12128.5,267.171,-0.453893,0
0.0492606,262.209,12111.4,274.494,-0.262945,0
0.0508,263.104,12250.6,274.1,-0.278025,0
0.0523394,263.232,12290.1,278.143,-0.378118,0
0.0538788,264.259,12402.2,281.101,-0.156588,0
0.0554182,264.678,12461.2,283.886,-0.206423,0
0.0569576,264.994,12495.6,287.479,-0.217303,0
0.058497,265.276,12512.4,289.729,-0.103216,0
0.0600364,266.253,12633,290.515,-0.113665,0
0.0615758,266.598,12657.1,293.271,-0.155052,0
0.0631152,266.834,12665,295.293,-0.0575675,0
0.0646545,267.764,12769.3,295.855,-0.0895619,0
0.0661939,268.18,12783.5,298.555,-0.0555588,0
0.0677333,268.674,12827.7,298.813,-0.0473601,0
0.0692727,269.166,12856.7,300.519,-0.0703201,0
0.0708121,269.407,12861.6,301.981,-0.0108243,0
0.0723515,270.302,12937.9,302.357,-0.0263319,0
0.0738909,270.839,12957.4,303.969,-0.0171976,0
0.0754303,271.203,12980.6,304.418,-0.0190881,0
0.0769697,271.77,13006.1,305.678,-0.0220681,0
0.0785091,272.022,13014.8,306.407,-0.0166564,0
0.0800485,272.487,13013.9,307.964,-0.0171133,0
0.0815879,272.716,13010.3,308.741,-0.0311398,0
0.0831273,273.038,13008.6,309.59,0.0219572,0
0.0846667,273.769,13034.3,310.103,0.00410217,0
0.0862061,274.093,13042.8,310.443,0.00428557,0
0.0877455,274.695,13059.7,311.171,-0.00147602,0
0.0892848,274.924,13056.6,311.672,-0.00531101,0
0.0908242,275.125,13045.8,312.3,-0.0108732,0
0.0923636,275.573,13018.6,313.608,-0.0136222,0
0.093903,275.86,13013.2,314.079,0.0114219,0
0.0954424,276.162,13013.4,314.407,0.00389647,0
0.0969818,277.065,13052.7,314.308,0.0343492,0
0.0985212,277.507,13078.4,314.17,0.0461197,0
0.100061,278.022,13115.2,313.849,0.0410066,0
0.1016,278.979,13194.8,313.115,0.0281767,0
0.103139,279.389,13232.1,312.779,0.0365042,0
0.104679,279.721,13261.7,312.633,0.0139759,0
0.106218,279.993,13285.6,312.672,0.0031079,0
0.107758,280.484,13312.2,312.987,-0.000195077,0
0.109297,280.64,13308.9,313.356,-0.00557897,0
0.110836,280.812,13303,313.778,-0.0081598,0
0.112376,281.01,13296.1,314.22,-0.00486651,0
0.113915,281.46,13290.4,314.837,0.0066421,0
0.115455,281.712,13292.9,314.971,0.0135052,0
0.116994,281.965,13295.3,315.157,0.0156355,0
0.118533,282.243,13301.9,315.184,0.0279497,0
0.120073,282.511,13306.6,315.247,0.0274604,0
0.121612,282.783,13311.7,315.291,0.0313642,0
0.123152,283.049,13316.7,315.341,0.0297507,0
0.124691,283.575,13324.1,315.424,0.0329945,0
0.12623,283.825,13328,315.476,0.0297466,0
0.12777,284.05,13326.1,315.592,0.0335517,0
0.129309,284.288,13326.6,315.67,0.0328563,0
0.130848,284.51,13325.7,315.766,0.0325141,0
0.132388,284.731,13324.1,315.868,0.0330649,0
0.133927,284.953,13323.3,315.943,0.0345972,0
0.135467,285.176,13322.4,316.005,0.0352099,0
0.137006,285.4,13322.2,316.069,0.0376875,0
0.138545,285.632,13323.6,316.06,0.0387192,0
0.140085,285.859,13325.1,316.058,0.0415391,0
0.141624,286.1,13328.2,316.02,0.0404214,0
0.143164,286.332,13331.8,315.97,0.0434478,0
0.144703,286.578,13337.6,315.871,0.0411455,0
0.146242,286.825,13343.8,315.762,0.0444743,0
0.147782,287.073,13350.9,315.634,0.0433991,0
0.149321,287.316,13358.1,315.5,0.0422383,0
0.150861,287.556,13365.6,315.369,0.0429598,0
0.1524,287.792,13372.7,315.241,0.0389853,0
