distance,T,p,U_0,U_1,U_2
0,227.719,2205.45,3.55592,-1.63365,0
0.00153939,227.462,2181.39,-15.1409,3.40778,0
0.00307879,227.133,2090.74,-81.8957,5.83775,0
0.00461818,224.632,1927.29,-140.456,1.65131,0
0.00615758,220.952,1847.77,-174.666,1.25374,0
0.00769697,218.857,1856.27,-193.716,1.6437,0
0.00923636,218.005,1931.14,-204.65,2.15456,0
0.0107758,218.957,2096.35,-206.672,2.38527,0
0.0123152,222.05,2373.98,-197.736,1.07715,0
0.0138545,225.301,2638.07,-185.166,-0.420435,0
0.0153939,231.5,3177.35,-154.493,-2.49459,0
0.0169333,239.399,3913.77,-112.81,-4.95137,0
0.0184727,244.959,4512.29,-80.6505,-6.40694,0
0.0200121,252.39,5507.95,-30.0758,-7.20682,0
0.0215515,256.594,6182.19,0.179696,-6.32039,0
0.0230909,260.316,7147.39,38.6037,-5.08856,0
0.0246303,261.4,7767.18,65.0936,-5.16367,0
0.0261697,261.922,8351.79,90.0246,-4.87648,0
0.0277091,262.241,9135.97,123.979,-4.17532,0
0.0292485,262.323,9596.27,143.683,-3.73136,0
0.0307879,262.294,10007.4,161.005,-3.26448,0
0.0323273,262.128,10366.6,176.796,-2.84451,0
0.0338667,261.921,10818.7,198.024,-2.29313,0
0.0354061,262.019,11069.4,209.652,-1.83152,0
0.0369455,262.027,11278.9,220.674,-1.54184,0
0.0384848,262.064,11456.4,230.526,-1.30892,0
0.0400242,262.117,11590.8,239.792,-1.08346,0
0.0415636,262.291,11702.5,247.924,-0.873051,0
0.043103,262.554,11801.3,254.991,-0.698413,0
0.0446424,262.76,11880.2,261.412,-0.557335,0
0.0461818,263.067,11920.4,269,-0.326488,0
0.0477212,264.162,12108.1,270.515,-0.389611,0
0.0492606,264.454,12112.5,276.545,-0.190866,0
0.0508,265.344,12232.2,276.173,-0.201638,0
0.0523394,265.878,12299.3,278.979,-0.247072,0
0.0538788,266.372,12359.7,282.321,-0.225905,0
0.0554182,267.365,12472.6,284.449,-0.126929,0
0.0569576,267.809,12531,286.859,-0.197812,0
0.058497,268.069,12539.4,288.97,-0.0587944,0
0.0600364,269.085,12660.6,289.46,-0.095089,0
0.0615758,269.476,12683.8,291.948,-0.147705,0
0.0631152,269.759,12693.4,293.703,-0.0117862,0
0.0646545,270.677,12789.7,294.205,-0.0563044,0
0.0661939,271.134,12799.6,296.794,-0.0210472,0
0.0677333,271.714,12854.7,296.678,-0.0307802,0
0.0692727,272.257,12885.6,298.055,-0.0602467,0
0.0708121,272.533,12890.6,299.306,-0.00499587,0
0.0723515,273.421,12963.4,299.567,-0.024267,0
0.0738909,273.998,12984.8,300.883,-0.0125204,0
0.0754303,274.328,13002,301.367,-0.0146277,0
0.0769697,274.894,13022.7,302.521,-0.0167911,0
0.0785091,275.165,13029.6,303.141,-0.0187482,0
0.0800485,275.677,13029.5,304.429,-0.0199616,0
0.0815879,276.006,13029,305.104,0.0043051,0
0.0831273,276.382,13038.9,305.308,0.00448522,0
0.0846667,277.06,13056.2,305.888,0.0130041,0
0.0862061,277.403,13069.8,306.088,0.00569541,0
0.0877455,277.922,13081,306.86,-0.00795158,0
0.0892848,278.144,13076.5,307.415,-0.011413,0
0.0908242,278.374,13067,308.072,-0.0135023,0
0.0923636,278.978,13059.2,309.076,0.00527082,0
0.093903,279.405,13074.1,308.992,0.016927,0
0.0954424,279.773,13087,309.045,0.0318859,0
0.0969818,280.738,13146.6,308.49,0.0304889,0
0.0985212,281.202,13178.8,308.184,0.0328949,0
0.100061,281.62,13208.3,307.902,0.0313367,0
0.1016,282.329,13251.8,307.696,0.015724,0
0.103139,282.635,13266.9,307.749,0.0121749,0
0.104679,282.91,13273.8,307.868,0.00625023,0
0.106218,283.175,13280.8,308.041,0.00166078,0
0.107758,283.671,13278.1,308.512,0.00380319,0
0.109297,283.918,13277.1,308.738,0.00603694,0
0.110836,284.168,13277.4,308.901,0.00512212,0
0.112376,284.431,13278.6,309.082,0.0132485,0
0.113915,284.971,13287.8,309.108,0.0311522,0
0.115455,285.265,13295.4,309.054,0.0335053,0
0.116994,285.552,13303.4,308.987,0.0376861,0
0.118533,285.858,13313.6,308.871,0.0388141,0
0.120073,286.152,13324.1,308.754,0.0402821,0
0.121612,286.439,13332.8,308.645,0.0404204,0
0.123152,286.718,13341.6,308.562,0.0389439,0
0.124691,287.246,13356.3,308.424,0.0375731,0
0.12623,287.488,13358.5,308.441,0.0346715,0
0.12777,287.743,13362.6,308.404,0.0333431,0
0.129309,287.979,13366.3,308.408,0.032116,0
0.130848,288.202,13367.4,308.433,0.0310761,0
0.132388,288.421,13367.4,308.464,0.0299736,0
0.133927,288.63,13366.8,308.506,0.0303738,0
0.135467,288.838,13365.5,308.556,0.0309642,0
0.137006,289.047,13365,308.575,0.0312239,0
0.138545,289.25,13364.1,308.578,0.0359715,0
0.140085,289.46,13364.5,308.556,0.0358441,0
0.141624,289.667,13365.3,308.514,0.0390565,0
0.143164,289.887,13367.7,308.428,0.0391164,0
0.144703,290.093,13370.7,308.321,0.0406148,0
0.146242,290.321,13374.8,308.183,0.0449306,0
0.147782,290.541,13379.6,308.02,0.0457882,0
0.149321,290.77,13386,307.822,0.0467599,0
0.150861,290.997,13393,307.607,0.0474698,0
0.1524,291.23,13401.1,307.373,0.0485076,0
