distance,T,p,U_0,U_1,U_2
0.00155556,250.946,13267.2,434.632,-1.48695,0
0.00311111,173.471,5608.02,567.343,-153.331,0
0.00466667,146.922,4441.29,605.08,-179.881,0
0.00622222,134.774,4090.99,618.914,-197.168,0
0.00777778,126.402,3870.42,630.638,-201.267,0
0.00933333,119.593,3699.81,640.159,-204.354,0
0.0108889,114.311,3602.45,647.548,-206.133,0
0.0124444,110.748,3556.64,652.161,-208.266,0
0.014,108.842,3533.79,655.036,-208.906,0
0.0155556,108.282,3549.43,655.932,-208.991,0
0.0171111,107.227,3534.87,657.654,-208.924,0
0.0186667,105.905,3520.32,659.647,-209.39,0
0.0202222,105.429,3533.02,660.444,-209.495,0
0.0217778,105.106,3532.67,661.12,-209.113,0
0.0233333,105.214,3539.61,661.006,-208.951,0
0.0248889,105.209,3539.46,661.055,-208.752,0
0.0264444,105.156,3539.51,661.154,-208.65,0
0.028,105.052,3540.29,661.321,-208.545,0
0.0295556,105.066,3543.52,661.321,-208.446,0
0.0311111,105.052,3546.07,661.373,-208.322,0
0.0326667,103.491,3365.75,661.318,-215.878,0
0.0342222,105.124,3554.09,661.352,-208.004,0
0.0357778,105.109,3554.14,661.412,-207.891,0
0.0373333,105.099,3555.06,661.454,-207.796,0
0.0388889,105.139,3559.6,661.431,-207.702,0
0.0404444,105.104,3559.49,661.509,-207.635,0
0.042,105.125,3561.08,661.512,-207.534,0
0.0435556,105.153,3563.79,661.493,-207.47,0
0.0451111,105.173,3566.11,661.487,-207.4,0
0.0466667,105.155,3565.94,661.534,-207.355,0
0.0482222,105.165,3567.32,661.531,-207.324,0
0.0497778,105.175,3568.78,661.533,-207.263,0
0.0513333,105.201,3570.6,661.53,-207.16,0
0.0528889,105.196,3571.2,661.558,-207.105,0
0.0544444,105.203,3572.15,661.563,-207.065,0
0.056,105.188,3572.28,661.593,-207.044,0
0.0575556,105.212,3573.69,661.561,-207.034,0
0.0591111,105.195,3573.84,661.595,-207.023,0
0.0606667,105.201,3574.58,661.594,-207.002,0
0.0622222,105.22,3575,661.576,-206.973,0
0.0637778,105.211,3574.91,661.599,-206.947,0
0.0653333,105.227,3575.08,661.585,-206.913,0
0.0668889,105.236,3575.67,661.573,-206.903,0
0.0684444,105.35,3569.2,660.859,-208.619,0
0.07,108.062,3815.83,659.411,-199.989,0
0.0715556,130.56,6618.88,645.163,-115.833,0
0.0731111,154.561,9955.5,613.923,-67.0756,0
0.0746667,158.983,12370.6,610.075,-17.9789,0
0.0762222,157.333,12307.1,612.963,-8.4216,0
0.0777778,158.143,12450.2,611.596,-6.30528,0
0.0793333,158.295,12481,611.336,-6.6417,0
0.0808889,158.618,12571.1,610.856,-6.30562,0
0.0824444,158.754,12625.9,610.641,-5.85165,0
0.084,159.044,12727.6,610.181,-4.71488,0
0.0855556,159.288,12780.8,609.784,-4.26966,0
0.0871111,159.433,12852.2,609.656,-3.42549,0
0.0886667,159.439,12863.7,609.645,-3.11903,0
0.0902222,159.542,12872.2,609.391,-2.99807,0
0.0917778,159.663,12909.8,609.2,-2.72154,0
0.0933333,159.686,12924.1,609.163,-2.57646,0
0.0948889,159.768,12953,609.031,-2.28879,0
0.0964444,159.848,12971.4,608.9,-2.18241,0
0.098,159.861,12982.6,608.881,-2.0316,0
0.0995556,160.044,13019.1,608.627,-1.65005,0
0.101111,160.022,13029,608.617,-1.63637,0
0.102667,159.994,13032,608.666,-1.41883,0
0.104222,160.038,13047.6,608.597,-0.994675,0
0.105778,160.083,13056,608.522,-0.839074,0
0.107333,160.092,13058.8,608.51,-0.77277,0
0.108889,160.096,13061.7,608.505,-0.782123,0
0.110444,160.114,13070.1,608.478,-0.850008,0
0.112,160.135,13076.8,608.444,-0.875846,0
0.113556,160.165,13085.8,608.395,-0.878154,0
0.115111,160.199,13096.9,608.339,-0.849386,0
0.116667,160.257,13112.1,608.244,-0.793589,0
0.118222,160.384,13149.9,608.035,-0.595894,0
0.119778,160.417,13166.2,607.981,-0.43831,0
0.121333,160.506,13187.9,607.835,-0.350978,0
0.122889,160.532,13201.5,607.793,-0.207435,0
0.124444,160.767,13222.6,607.422,-0.0343121,0
0.126,160.616,13227.6,607.655,-0.0149764,0
0.127556,160.671,13240.3,607.564,0.0556355,0
0.129111,160.719,13256.2,607.486,0.243337,0
0.130667,160.71,13258.8,607.502,0.347732,0
0.132222,160.747,13265.9,607.441,0.452857,0
0.133778,160.725,13265.7,607.48,0.574961,0
0.135333,160.95,13276.5,607.119,0.70803,0
0.136889,160.923,13274.7,607.164,0.827593,0
0.138444,160.963,13281.3,607.098,0.919075,0
0.14,160.952,13280.2,607.116,0.997727,0
0.141556,160.774,13279.4,607.401,1.04843,0
0.143111,160.787,13282.3,607.379,1.0608,0
0.144667,160.79,13284.1,607.374,1.05159,0
0.146222,160.801,13287.2,607.357,1.02913,0
0.147778,160.811,13291.2,607.339,0.994278,0
0.149333,160.834,13297.2,607.302,0.949794,0
0.150889,160.85,13303.4,607.276,0.896889,0
0.152444,160.88,13311.8,607.226,0.855473,0
0.154,160.908,13320.8,607.179,0.812491,0
