distance,T,p,U_0,U_1,U_2
0,346.652,3493.55,2.92914,-1.09174,0
0.00153939,346.694,3488.93,7.48065,-0.102932,0
0.00307879,346.196,3479.82,0.212386,1.50804,0
0.00461818,344.153,3438.4,-45.8165,5.64073,0
0.00615758,341.832,3347.78,-95.9286,3.58395,0
0.00769697,338.936,3279.23,-129.319,2.17591,0
0.00923636,336.425,3250.73,-152.397,1.83192,0
0.0107758,334.192,3259.24,-169.564,1.67658,0
0.0123152,332.299,3307.55,-182.107,1.47201,0
0.0138545,331.42,3369.53,-187.297,1.33752,0
0.0153939,330.931,3519.57,-189.886,1.152,0
0.0169333,331.567,3746.61,-185.489,0.611839,0
0.0184727,332.645,3946.11,-178.44,0.288856,0
0.0200121,334.98,4318.26,-162.192,-0.251212,0
0.0215515,336.86,4614.72,-148.191,-0.679366,0
0.0230909,339.829,5131.3,-123.228,-1.37359,0
0.0246303,341.799,5521.77,-103.794,-1.77341,0
0.0261697,343.525,5944.29,-83.4135,-2.06138,0
0.0277091,345.549,6631.97,-50.5634,-2.55842,0
0.0292485,346.391,7115.97,-27.9465,-2.74434,0
0.0307879,346.745,7608.7,-5.37445,-2.98256,0
0.0323273,346.605,8104.07,16.534,-2.8742,0
0.0338667,345.532,8830.33,49.2335,-2.91086,0
0.0354061,344.315,9293.5,70.2419,-2.86834,0
0.0369455,342.802,9732.72,90.2224,-2.79383,0
0.0384848,341.035,10145.3,109.297,-2.72311,0
0.0400242,339.052,10527.7,127.398,-2.59575,0
0.0415636,336.909,10878.9,144.43,-2.54776,0
0.043103,334.615,11196.7,160.463,-2.44433,0
0.0446424,332.194,11478.1,175.659,-2.32028,0
0.0461818,329.662,11719.8,190.129,-2.17233,0
0.0477212,327.092,11923.4,203.748,-2.00151,0
0.0492606,324.551,12094.2,216.386,-1.80948,0
0.0508,323.334,12166.9,222.204,-1.69387,0
0.0523394,320.954,12303.1,233.181,-1.52005,0
0.0538788,318.657,12417.8,243.288,-1.38455,0
0.0554182,316.419,12508.9,252.755,-1.24258,0
0.0569576,314.327,12586,261.312,-1.09825,0
0.058497,313.342,12623,265.247,-1.04404,0
0.0600364,311.48,12686.1,272.547,-0.936905,0
0.0615758,309.723,12736.1,279.285,-0.841175,0
0.0631152,308.885,12755.7,282.465,-0.784124,0
0.0646545,307.319,12792.9,288.357,-0.694805,0
0.0661939,305.833,12819.7,293.867,-0.628277,0
0.0677333,305.122,12828.1,296.49,-0.587572,0
0.0692727,303.778,12840.7,301.405,-0.51403,0
0.0708121,303.164,12847.5,303.645,-0.475204,0
0.0723515,302.071,12865.4,307.621,-0.4132,0
0.0738909,301.089,12885.8,311.153,-0.362351,0
0.0754303,300.64,12896.9,312.765,-0.338067,0
0.0769697,299.804,12919,315.743,-0.30138,0
0.0785091,299.415,12929.1,317.123,-0.290191,0
0.0800485,298.671,12949.4,319.764,-0.25009,0
0.0815879,298.369,12963.8,320.862,-0.234031,0
0.0831273,298.086,12978.4,321.891,-0.219919,0
0.0846667,297.479,13002.6,324.059,-0.219251,0
0.0862061,297.125,12998.4,325.304,-0.212037,0
0.0877455,296.251,12957.1,328.319,-0.212454,0
0.0892848,295.604,12917.1,330.532,-0.162209,0
0.0908242,295.725,12969.3,330.372,-0.087686,0
0.0923636,295.301,12967.5,332.026,-0.113558,0
0.093903,295.463,13011.7,331.698,-0.0573842,0
0.0954424,295.43,13040.9,331.892,-0.0998051,0
0.0969818,295.281,13090.7,332.578,-0.115345,0
0.0985212,295.166,13107.3,333.047,-0.108519,0
0.100061,295.038,13120.6,333.554,-0.107029,0
0.1016,294.784,13147.3,334.547,-0.0995116,0
0.103139,294.675,13161.5,334.976,-0.0947288,0
0.104679,294.56,13175.5,335.422,-0.0945348,0
0.106218,294.438,13185.5,335.887,-0.087453,0
0.107758,294.184,13200.7,336.847,-0.0781481,0
0.109297,294.066,13207.7,337.307,-0.0715242,0
0.110836,293.968,13215.7,337.707,-0.0668784,0
0.112376,293.88,13224.4,338.081,-0.0624738,0
0.113915,293.704,13237.5,338.834,-0.0539523,0
0.115455,293.631,13244.3,339.173,-0.0505971,0
0.116994,293.562,13251.5,339.495,-0.0473268,0
0.118533,293.49,13256.4,339.826,-0.0441135,0
0.120073,293.41,13260.6,340.177,-0.0426495,0
0.121612,293.324,13260.1,340.553,-0.0345097,0
0.123152,293.244,13258.7,340.914,-0.0237715,0
0.124691,293.026,13245.7,341.864,-0.013966,0
0.12623,293.08,13257.7,341.839,0.0133,0
0.12777,293.074,13258.7,341.95,0.0211904,0
0.129309,293.05,13258.9,342.177,0.0108026,0
0.130848,293.096,13266.5,342.128,0.0261505,0
0.132388,293.121,13272.9,342.16,0.0184113,0
0.133927,293.171,13282.6,342.11,0.0226081,0
0.135467,293.222,13292.6,342.06,0.0219477,0
0.137006,293.277,13303.2,341.997,0.0204755,0
0.138545,293.328,13313.5,341.937,0.0191378,0
0.140085,293.381,13324.2,341.87,0.0164553,0
0.141624,293.428,13334.2,341.817,0.0162496,0
0.143164,293.477,13343.9,341.764,0.0139433,0
0.144703,293.5,13351.1,341.77,0.00848648,0
0.146242,293.522,13356.8,341.787,0.0100469,0
0.147782,293.54,13361.6,341.825,0.0102711,0
0.149321,293.543,13363.5,341.888,0.0136061,0
0.150861,293.539,13362.6,341.976,0.0151731,0
0.1524,293.533,13360.8,342.075,0.0162337,0
