distance,T,p,U_0,U_1,U_2
0,345.992,3495.86,2.91827,-1.08403,0
0.00153939,345.973,3491.23,7.46306,-0.103148,0
0.00307879,345.764,3482.1,0.220286,1.50755,0
0.00461818,344.038,3440.75,-45.7401,5.63747,0
0.00615758,341.676,3350.2,-95.8253,3.58317,0
0.00769697,338.803,3281.62,-129.208,2.1751,0
0.00923636,336.301,3253.04,-152.285,1.83136,0
0.0107758,334.074,3261.39,-169.455,1.67571,0
0.0123152,332.187,3309.55,-182.005,1.47092,0
0.0138545,331.313,3371.45,-187.201,1.3363,0
0.0153939,330.829,3521.4,-189.797,1.15087,0
0.0169333,331.471,3748.25,-185.414,0.610929,0
0.0184727,332.55,3947.52,-178.378,0.288794,0
0.0200121,334.882,4319.11,-162.167,-0.250458,0
0.0215515,336.76,4615.16,-148.197,-0.678586,0
0.0230909,339.735,5131.4,-123.294,-1.36978,0
0.0246303,341.713,5521.8,-103.895,-1.76809,0
0.0261697,343.44,5943.86,-83.5304,-2.05715,0
0.0277091,345.463,6630.41,-50.6601,-2.55962,0
0.0292485,346.314,7114.02,-28.0659,-2.74489,0
0.0307879,346.681,7606.85,-5.54389,-2.9755,0
0.0323273,346.557,8102.49,16.3285,-2.87422,0
0.0338667,345.502,8828.5,49.0077,-2.90182,0
0.0354061,344.284,9290.93,70.0301,-2.86228,0
0.0369455,342.765,9729.51,90.0675,-2.79194,0
0.0384848,340.999,10141.2,109.168,-2.71642,0
0.0400242,339.018,10522.7,127.29,-2.59571,0
0.0415636,336.876,10873.3,144.379,-2.55166,0
0.043103,334.584,11190.5,160.428,-2.44088,0
0.0446424,332.165,11471.3,175.573,-2.31454,0
0.0461818,329.641,11712.9,190.008,-2.17068,0
0.0477212,327.077,11916.5,203.64,-2.00231,0
0.0492606,324.544,12087.9,216.295,-1.80525,0
0.0508,323.333,12161.9,222.107,-1.68721,0
0.0523394,320.994,12302.3,232.931,-1.49785,0
0.0538788,318.741,12423.1,242.841,-1.38515,0
0.0554182,316.48,12514,252.381,-1.26116,0
0.0569576,314.35,12587.5,261.094,-1.10917,0
0.058497,313.358,12623,265.07,-1.05084,0
0.0600364,311.492,12685.3,272.421,-0.938622,0
0.0615758,309.745,12736.4,279.159,-0.838866,0
0.0631152,308.914,12757,282.32,-0.782399,0
0.0646545,307.345,12795,288.215,-0.696724,0
0.0661939,305.84,12820.5,293.763,-0.630815,0
0.0677333,305.124,12828.5,296.39,-0.587858,0
0.0692727,303.782,12842,301.274,-0.514183,0
0.0708121,303.168,12849.4,303.498,-0.475581,0
0.0723515,302.075,12868,307.457,-0.415705,0
0.0738909,301.087,12888.1,311.021,-0.364392,0
0.0754303,300.64,12899.2,312.643,-0.33927,0
0.0769697,299.81,12921.5,315.64,-0.303293,0
0.0785091,299.423,12931.6,317.034,-0.292032,0
0.0800485,298.683,12951.6,319.699,-0.250816,0
0.0815879,298.383,12965.9,320.8,-0.234835,0
0.0831273,298.101,12980.3,321.834,-0.22085,0
0.0846667,297.492,13003.5,324.019,-0.219741,0
0.0862061,297.136,12999,325.271,-0.212421,0
0.0877455,296.259,12957.1,328.292,-0.213123,0
0.0892848,295.609,12916.9,330.504,-0.160665,0
0.0908242,295.731,12969.4,330.333,-0.0869025,0
0.0923636,295.303,12967.6,331.977,-0.112562,0
0.093903,295.463,13012.1,331.641,-0.0570307,0
0.0954424,295.427,13041.3,331.832,-0.100343,0
0.0969818,295.271,13090.7,332.515,-0.115084,0
0.0985212,295.153,13107.3,332.983,-0.108537,0
0.100061,295.021,13120.4,333.489,-0.107031,0
0.1016,294.762,13146.9,334.488,-0.100356,0
0.103139,294.654,13161.1,334.92,-0.0948346,0
0.104679,294.541,13175.2,335.368,-0.0949406,0
0.106218,294.421,13185.2,335.835,-0.0878068,0
0.107758,294.173,13200.6,336.8,-0.0785153,0
0.109297,294.056,13207.6,337.262,-0.0717288,0
0.110836,293.96,13215.6,337.663,-0.0670934,0
0.112376,293.872,13224.2,338.04,-0.0625785,0
0.113915,293.696,13237.3,338.796,-0.0541733,0
0.115455,293.623,13244.2,339.133,-0.0509369,0
0.116994,293.554,13251.5,339.455,-0.0477273,0
0.118533,293.482,13256.6,339.784,-0.0444077,0
0.120073,293.402,13260.9,340.134,-0.0431906,0
0.121612,293.316,13260.5,340.508,-0.0351742,0
0.123152,293.237,13259.1,340.867,-0.024435,0
0.124691,293.02,13246.1,341.818,-0.014653,0
0.12623,293.074,13257.9,341.797,0.0128661,0
0.12777,293.069,13258.7,341.909,0.0212527,0
0.129309,293.047,13258.9,342.138,0.0107135,0
0.130848,293.093,13266.4,342.09,0.0267725,0
0.132388,293.12,13272.6,342.123,0.0187635,0
0.133927,293.172,13282.4,342.072,0.0230922,0
0.135467,293.224,13292.3,342.021,0.0224653,0
0.137006,293.28,13302.9,341.96,0.0208425,0
0.138545,293.331,13313.2,341.9,0.0193006,0
0.140085,293.384,13324,341.832,0.0168554,0
0.141624,293.429,13333.9,341.778,0.0168084,0
0.143164,293.476,13343.7,341.721,0.0141965,0
0.144703,293.498,13350.9,341.727,0.00858838,0
0.146242,293.519,13356.6,341.74,0.0103052,0
0.147782,293.534,13361.5,341.774,0.0100428,0
0.149321,293.537,13363.5,341.834,0.0132474,0
0.150861,293.532,13362.7,341.921,0.0149421,0
0.1524,293.526,13360.9,342.018,0.0160917,0
