x,T,U_0,rho,p,U_1,U_2
0.983125,293,7.45E-14,998.01,1.00E+06,0,0
0.984375,293,1.07E-13,998.01,1.00E+06,0,0
0.985625,293,1.42E-13,998.01,1.00E+06,0,0
0.986875,293,1.46E-13,998.01,1.00E+06,0,0
0.988125,293,1.64E-13,998.01,1.00E+06,0,0
0.989375,293,1.82E-13,998.01,1.00E+06,0,0
0.990625,293,1.99E-13,998.01,1.00E+06,0,0
0.991875,293,2.15E-13,998.01,1.00E+06,0,0
0.993125,293,2.28E-13,998.01,1.00E+06,0,0
0.994375,293,2.05E-13,998.01,1.00E+06,0,0
0.995625,293,1.36E-13,998.01,1.00E+06,0,0
0.996875,293,7.16E-14,998.01,1.00E+06,0,0
0.998125,293,1.66E-14,998.01,1.00E+06,0,0
0.999375,293,-7.64E-15,998.01,1.00E+06,0,0
