distance,T,p,U_0,U_1,U_2
0,225.326,2368.8,3.23402,-1.49509,0
0.00153939,225.77,2348.53,-11.8004,2.8356,0
0.00307879,225.827,2272.59,-71.2565,5.57277,0
0.00461818,224.327,2123.11,-126.088,1.69596,0
0.00615758,221.406,2038.04,-159.806,0.903309,0
0.00769697,219.467,2030.87,-179.864,1.30078,0
0.00923636,218.505,2083.07,-192.663,1.79867,0
0.0107758,218.871,2214.92,-197.361,2.41479,0
0.0123152,221.172,2447.55,-192.761,1.135,0
0.0138545,223.777,2674.05,-183.335,0.115379,0
0.0153939,228.93,3133.28,-159.315,-1.699,0
0.0169333,235.672,3762.04,-124.872,-3.70699,0
0.0184727,240.679,4279.77,-97.3898,-4.95018,0
0.0200121,247.938,5181.25,-51.442,-6.3459,0
0.0215515,251.963,5835.8,-20.708,-6.64336,0
0.0230909,258.291,6798.88,18.1586,-4.82821,0
0.0246303,259.738,7418.25,43.3914,-5.03582,0
0.0261697,260.77,8021.87,68.8055,-4.87226,0
0.0277091,261.619,8852.31,103.019,-4.29255,0
0.0292485,261.849,9354.86,123.703,-3.91917,0
0.0307879,261.986,9813.22,142.387,-3.54644,0
0.0323273,261.965,10224.2,158.97,-3.16455,0
0.0338667,261.596,10743.5,181.884,-2.64813,0
0.0354061,261.26,11016.7,196.021,-2.33214,0
0.0369455,261.111,11240.3,208.549,-1.88503,0
0.0384848,261.044,11438.6,219.567,-1.52845,0
0.0400242,260.909,11602.7,229.769,-1.31104,0
0.0415636,260.811,11728.6,239.306,-1.09829,0
0.043103,260.833,11834.6,247.67,-0.906453,0
0.0446424,260.987,11926.1,254.986,-0.72376,0
0.0461818,261.233,12009,261.363,-0.587088,0
0.0477212,261.596,12086.9,266.969,-0.455295,0
0.0492606,261.979,12164,271.832,-0.421049,0
0.0508,262.271,12200.7,274.411,-0.300505,0
0.0523394,262.95,12316.3,277.377,-0.289313,0
0.0538788,263.362,12362.5,281.762,-0.211091,0
0.0554182,264.078,12460.3,284.101,-0.206015,0
0.0569576,264.379,12490.8,287.671,-0.242978,0
0.058497,264.648,12502.5,290.083,-0.0772775,0
0.0600364,265.682,12629.9,290.728,-0.126276,0
0.0615758,266.037,12652.3,293.507,-0.172328,0
0.0631152,266.291,12659.5,295.531,-0.0337549,0
0.0646545,267.275,12771.3,295.961,-0.0721214,0
0.0661939,267.726,12789.9,298.425,-0.0552782,0
0.0677333,268.135,12822.6,298.971,-0.0498006,0
0.0692727,268.634,12850.7,300.795,-0.0622263,0
0.0708121,268.887,12857.8,302.228,-0.00793658,0
0.0723515,269.781,12936.1,302.596,-0.027136,0
0.0738909,270.31,12956.9,304.215,-0.0191828,0
0.0754303,270.67,12980.4,304.678,-0.0192593,0
0.0769697,271.222,13004.1,305.967,-0.0183233,0
0.0785091,271.463,13010.7,306.714,-0.0271251,0
0.0800485,271.849,12999.6,308.463,-0.0352321,0
0.0815879,272.063,12987.1,309.424,-0.0173423,0
0.0831273,272.322,12980.6,310.157,-0.0226998,0
0.0846667,273.122,12993.8,311.054,0.0140317,0
0.0862061,273.516,13009.7,311.207,0.0177846,0
0.0877455,274.218,13041.3,311.655,0.0095144,0
0.0892848,274.528,13055.4,311.965,0.00518542,0
0.0908242,274.786,13060.1,312.384,-0.00821028,0
0.0923636,275.233,13044.4,313.578,-0.0112249,0
0.093903,275.527,13039.9,314.066,-0.00363692,0
0.0954424,275.842,13041.3,314.375,0.00713549,0
0.0969818,276.714,13079.5,314.319,0.0176755,0
0.0985212,277.135,13104.6,314.195,0.0279131,0
0.100061,277.606,13138.6,313.902,0.0262054,0
0.1016,278.401,13204.3,313.499,0.0281938,0
0.103139,278.739,13234.2,313.376,0.00857613,0
0.104679,279.043,13259.3,313.391,0.00137307,0
0.106218,279.329,13280.2,313.463,-0.000623365,0
0.107758,279.82,13300.8,313.878,-0.0082864,0
0.109297,280,13297.4,314.264,-0.005584,0
0.110836,280.195,13291,314.7,-0.00657895,0
0.112376,280.422,13285.9,315.082,-0.00225563,0
0.113915,280.901,13281.9,315.66,0.00921381,0
0.115455,281.169,13285.2,315.771,0.0150722,0
0.116994,281.429,13288.2,315.945,0.0211279,0
0.118533,281.72,13296.5,315.932,0.0304613,0
0.120073,281.996,13302.6,315.961,0.0298917,0
0.121612,282.266,13308.7,316.002,0.0298781,0
0.123152,282.532,13313.5,316.059,0.0319881,0
0.124691,283.051,13324.3,316.132,0.0300215,0
0.12623,283.288,13325.4,316.217,0.0338191,0
0.12777,283.532,13328.2,316.281,0.031648,0
0.129309,283.754,13327.3,316.385,0.0343729,0
0.130848,283.983,13327.7,316.462,0.0328708,0
0.132388,284.198,13326.7,316.559,0.0336033,0
0.133927,284.413,13324.9,316.667,0.0332068,0
0.135467,284.629,13323.8,316.741,0.0353627,0
0.137006,284.848,13322.9,316.817,0.0373874,0
0.138545,285.071,13323.4,316.841,0.0392168,0
0.140085,285.295,13324,316.866,0.0420453,0
0.141624,285.53,13326.3,316.844,0.0416234,0
0.143164,285.759,13328.8,316.818,0.0447012,0
0.144703,286.002,13333.4,316.748,0.0419911,0
0.146242,286.25,13338.4,316.67,0.0463098,0
0.147782,286.505,13344.9,316.564,0.0442493,0
0.149321,286.753,13351.6,316.453,0.0433862,0
0.150861,287.006,13359.4,316.327,0.0432221,0
0.1524,287.252,13366.6,316.206,0.0402093,0
