distance,T,p,U_0,U_1,U_2
0,225.306,2369.79,3.23157,-1.49375,0
0.00153939,225.756,2349.55,-11.7832,2.83268,0
0.00307879,225.816,2273.7,-71.1939,5.5709,0
0.00461818,224.323,2124.34,-125.996,1.69534,0
0.00615758,221.409,2039.28,-159.703,0.901698,0
0.00769697,219.473,2032.02,-179.763,1.29874,0
0.00923636,218.51,2084.07,-192.574,1.79787,0
0.0107758,218.873,2215.65,-197.294,2.41576,0
0.0123152,221.168,2447.93,-192.732,1.13539,0
0.0138545,223.77,2674.24,-183.32,0.114227,0
0.0153939,228.919,3133.13,-159.319,-1.69644,0
0.0169333,235.656,3761.25,-124.922,-3.69974,0
0.0184727,240.66,4278.39,-97.4784,-4.93973,0
0.0200121,247.915,5179.11,-51.5806,-6.34792,0
0.0215515,251.948,5833.47,-20.8324,-6.64185,0
0.0230909,258.261,6796.51,18.0499,-4.83514,0
0.0246303,259.719,7416.25,43.3012,-5.03989,0
0.0261697,260.765,8020.31,68.7178,-4.87109,0
0.0277091,261.64,8851.86,102.848,-4.28055,0
0.0292485,261.884,9355.54,123.433,-3.90507,0
0.0307879,262.005,9814.64,142.117,-3.54897,0
0.0323273,261.936,10224.1,158.884,-3.19573,0
0.0338667,261.534,10736.6,182.1,-2.65714,0
0.0354061,261.233,11009,196.151,-2.32167,0
0.0369455,261.132,11238.2,208.454,-1.86604,0
0.0384848,261.075,11442.4,219.362,-1.52788,0
0.0400242,260.925,11607.2,229.572,-1.31744,0
0.0415636,260.807,11731.8,239.172,-1.10552,0
0.043103,260.817,11836.1,247.598,-0.912072,0
0.0446424,260.968,11926.9,254.957,-0.727159,0
0.0461818,261.226,12010.1,261.341,-0.583008,0
0.0477212,261.583,12088,266.937,-0.459564,0
0.0492606,261.957,12162.7,271.828,-0.423341,0
0.0508,262.254,12199.7,274.403,-0.29756,0
0.0523394,262.941,12317.3,277.313,-0.288884,0
0.0538788,263.349,12363.3,281.698,-0.212625,0
0.0554182,264.055,12459.7,284.095,-0.206922,0
0.0569576,264.356,12490.2,287.685,-0.240916,0
0.058497,264.625,12501.8,290.106,-0.079035,0
0.0600364,265.657,12628.7,290.755,-0.126685,0
0.0615758,266.011,12651.1,293.528,-0.17207,0
0.0631152,266.264,12658.3,295.546,-0.0333528,0
0.0646545,267.245,12770.1,295.972,-0.0718292,0
0.0661939,267.693,12788.9,298.433,-0.0554107,0
0.0677333,268.102,12821.8,298.975,-0.049574,0
0.0692727,268.599,12850.1,300.796,-0.0622599,0
0.0708121,268.851,12857.3,302.229,-0.00815971,0
0.0723515,269.745,12935.6,302.601,-0.0270622,0
0.0738909,270.276,12956.7,304.225,-0.0193121,0
0.0754303,270.638,12980.6,304.687,-0.0193315,0
0.0769697,271.192,13004.5,305.982,-0.0185074,0
0.0785091,271.434,13010.9,306.735,-0.0282238,0
0.0800485,271.822,12999.6,308.495,-0.0356606,0
0.0815879,272.038,12986.9,309.461,-0.0171259,0
0.0831273,272.299,12980.4,310.193,-0.0225228,0
0.0846667,273.104,12993.9,311.086,0.0141859,0
0.0862061,273.5,13009.9,311.234,0.018313,0
0.0877455,274.202,13041.6,311.678,0.00968863,0
0.0892848,274.512,13055.7,311.986,0.00552736,0
0.0908242,274.771,13060.7,312.403,-0.00815512,0
0.0923636,275.217,13044.8,313.6,-0.00970226,0
0.093903,275.51,13040.5,314.073,-0.0036621,0
0.0954424,275.818,13041.3,314.399,0.00589311,0
0.0969818,276.686,13079.2,314.349,0.0177469,0
0.0985212,277.104,13104.1,314.225,0.0285932,0
0.100061,277.574,13137.9,313.931,0.0260702,0
0.1016,278.368,13203.7,313.523,0.0288253,0
0.103139,278.705,13233.8,313.4,0.00890958,0
0.104679,279.009,13259.1,313.414,0.00154828,0
0.106218,279.295,13280.1,313.488,-0.000533663,0
0.107758,279.787,13301.1,313.906,-0.00825334,0
0.109297,279.966,13297.6,314.297,-0.0057897,0
0.110836,280.161,13291.1,314.74,-0.00687793,0
0.112376,280.389,13286,315.124,-0.00235273,0
0.113915,280.871,13282,315.705,0.00928612,0
0.115455,281.14,13285.4,315.816,0.0151358,0
0.116994,281.4,13288.3,315.989,0.0213566,0
0.118533,281.692,13296.7,315.975,0.0308403,0
0.120073,281.969,13302.7,316.002,0.0302455,0
0.121612,282.24,13308.9,316.041,0.0301842,0
0.123152,282.506,13313.7,316.096,0.0322742,0
0.124691,283.027,13324.5,316.166,0.030222,0
0.12623,283.264,13325.7,316.248,0.0338996,0
0.12777,283.509,13328.5,316.313,0.031611,0
0.129309,283.731,13327.6,316.418,0.034461,0
0.130848,283.962,13328,316.493,0.0329466,0
0.132388,284.177,13326.9,316.588,0.033664,0
0.133927,284.393,13325.2,316.694,0.0335226,0
0.135467,284.609,13324,316.768,0.0351848,0
0.137006,284.829,13323.1,316.843,0.0373201,0
0.138545,285.051,13323.4,316.868,0.0390878,0
0.140085,285.276,13324,316.894,0.042065,0
0.141624,285.511,13326.2,316.872,0.0415605,0
0.143164,285.739,13328.6,316.845,0.0446598,0
0.144703,285.982,13333.1,316.777,0.0420659,0
0.146242,286.23,13338.1,316.699,0.0463082,0
0.147782,286.485,13344.5,316.592,0.0443814,0
0.149321,286.733,13351.2,316.481,0.0435501,0
0.150861,286.986,13359,316.355,0.0432985,0
0.1524,287.232,13366.2,316.234,0.0403649,0
