distance,T,p,U_0,U_1,U_2
0.00155556,251.002,13288.8,434.428,-1.36285,0
0.00311111,169.304,5316.92,576.048,-148.313,0
0.00466667,146.474,4419.48,604.898,-180.788,0
0.00622222,134.67,4074.2,619.656,-197.597,0
0.00777778,126.353,3868.05,630.336,-201.079,0
0.00933333,119.72,3693.66,640.593,-204.4,0
0.0108889,114.072,3589.87,647.773,-205.901,0
0.0124444,111.003,3562.47,652.139,-208.17,0
0.014,109.049,3546.37,654.947,-208.513,0
0.0155556,108.581,3569.92,655.735,-208.288,0
0.0171111,107.355,3555.48,657.723,-208.161,0
0.0186667,106.031,3546.92,659.777,-208.481,0
0.0202222,105.623,3549.64,660.498,-208.561,0
0.0217778,105.576,3552.75,660.664,-208.268,0
0.0233333,105.537,3553.81,660.761,-208.152,0
0.0248889,105.432,3556.79,660.979,-207.924,0
0.0264444,105.326,3557.77,661.136,-207.886,0
0.028,105.34,3564.54,661.171,-207.638,0
0.0295556,105.24,3563.46,661.322,-207.596,0
0.0311111,105.258,3566.47,661.315,-207.516,0
0.0326667,103.668,3387.33,661.356,-214.933,0
0.0342222,105.22,3566.85,661.405,-207.38,0
0.0357778,105.23,3568.34,661.403,-207.33,0
0.0373333,105.21,3568.02,661.453,-207.283,0
0.0388889,105.203,3568.5,661.486,-207.202,0
0.0404444,105.226,3570.88,661.469,-207.145,0
0.042,105.232,3573.17,661.484,-207.114,0
0.0435556,105.239,3574.3,661.495,-207.048,0
0.0451111,105.246,3575.46,661.505,-206.98,0
0.0466667,105.249,3576.11,661.521,-206.93,0
0.0482222,105.251,3576.83,661.533,-206.88,0
0.0497778,105.248,3577.7,661.553,-206.851,0
0.0513333,105.245,3578.36,661.574,-206.818,0
0.0528889,105.238,3579.14,661.586,-206.812,0
0.0544444,105.239,3579.19,661.584,-206.804,0
0.056,105.265,3580.54,661.573,-206.732,0
0.0575556,105.245,3580.46,661.606,-206.731,0
0.0591111,105.258,3581.15,661.596,-206.7,0
0.0606667,105.268,3581.61,661.584,-206.685,0
0.0622222,105.284,3583.79,661.583,-206.618,0
0.0637778,105.257,3583.25,661.63,-206.594,0
0.0653333,105.246,3584.06,661.65,-206.58,0
0.0668889,105.37,3588.21,661.476,-206.524,0
0.0684444,104.914,3540.43,661.287,-209.294,0
0.07,107.422,3763.75,659.911,-201.463,0
0.0715556,129.374,6393.59,645.672,-122.731,0
0.0731111,153.876,9749.32,614.655,-70.0961,0
0.0746667,159.006,12447.1,610.051,-16.8757,0
0.0762222,158.256,12449.1,611.46,-5.75371,0
0.0777778,158.297,12506.7,611.377,-5.27895,0
0.0793333,158.374,12522.2,611.259,-5.89931,0
0.0808889,158.732,12595.5,610.717,-5.75585,0
0.0824444,158.922,12649.5,610.411,-5.43264,0
0.084,159.223,12746.2,609.927,-4.51783,0
0.0855556,159.431,12792.2,609.582,-4.14362,0
0.0871111,159.569,12850.9,609.472,-3.43964,0
0.0886667,159.588,12861.4,609.434,-3.18189,0
0.0902222,159.683,12872.7,609.167,-3.07774,0
0.0917778,159.788,12903.1,608.986,-2.78643,0
0.0933333,159.817,12917.3,608.936,-2.63298,0
0.0948889,159.927,12951,608.753,-2.37313,0
0.0964444,160.01,12970,608.618,-2.25826,0
0.098,160.021,12980.7,608.604,-2.09282,0
0.0995556,160.228,13017.8,608.319,-1.67023,0
0.101111,160.191,13027.4,608.33,-1.62425,0
0.102667,160.158,13030,608.389,-1.38887,0
0.104222,160.205,13047.3,608.323,-0.91644,0
0.105778,160.272,13058.5,608.216,-0.775894,0
0.107333,160.27,13062.4,608.224,-0.647932,0
0.108889,160.298,13070.4,608.176,-0.632174,0
0.110444,160.353,13086.7,608.08,-0.626773,0
0.112,160.385,13095.9,608.026,-0.636111,0
0.113556,160.424,13106.5,607.961,-0.648117,0
0.115111,160.465,13118.2,607.892,-0.630044,0
0.116667,160.522,13132.6,607.795,-0.620117,0
0.118222,160.626,13162.3,607.607,-0.535783,0
0.119778,160.662,13175.1,607.538,-0.454334,0
0.121333,160.723,13191.1,607.424,-0.406645,0
0.122889,160.752,13201.8,607.373,-0.306054,0
0.124444,160.983,13220,607.019,-0.106702,0
0.126,160.847,13227.1,607.212,-0.100242,0
0.127556,160.872,13236.4,607.182,0.0230774,0
0.129111,160.953,13255.7,607.07,0.293994,0
0.130667,160.935,13257.6,607.108,0.436645,0
0.132222,160.986,13266.7,607.028,0.56294,0
0.133778,160.957,13266.5,607.079,0.697675,0
0.135333,161.215,13278.6,606.669,0.836754,0
0.136889,161.189,13278.4,606.709,0.952722,0
0.138444,161.215,13282.9,606.664,1.03552,0
0.14,161.194,13282.9,606.696,1.09581,0
0.141556,160.988,13284.4,607.028,1.09843,0
0.143111,160.989,13288.3,607.022,1.0872,0
0.144667,160.994,13292.4,607.008,1.05761,0
0.146222,160.999,13296.5,606.994,1.01251,0
0.147778,161.017,13301.9,606.96,0.962415,0
0.149333,161.034,13307.5,606.93,0.908414,0
0.150889,161.064,13314.7,606.88,0.866788,0
0.152444,161.099,13323.1,606.824,0.83094,0
0.154,161.141,13332.4,606.757,0.823637,0
