distance,T,p,U_0,U_1,U_2
0,364.059,3415.89,15.3734,-8.94664,0
0.00153939,364.115,3391.99,20.2363,0.552473,0
0.00307879,364.922,3384.08,16.1062,0.606828,0
0.00461818,362.279,3357.68,4.51316,4.21788,0
0.00615758,353.341,3331.91,-52.7772,11.4456,0
0.00769697,349.544,3246.77,-117.475,4.33868,0
0.00923636,345.561,3192.75,-151.848,2.57064,0
0.0107758,342.431,3192.2,-172.609,2.01656,0
0.0123152,339.871,3238.33,-186.462,1.73151,0
0.0138545,338.636,3298.95,-192.128,1.6919,0
0.0153939,337.803,3449.54,-194.841,1.50476,0
0.0169333,338.2,3676.35,-190.317,0.682568,0
0.0184727,339.162,3874.4,-183.366,0.194148,0
0.0200121,341.421,4246.79,-167.691,-0.713168,0
0.0215515,343.26,4544.42,-153.77,-1.30794,0
0.0230909,346.252,5063.99,-128.289,-2.28051,0
0.0246303,348.191,5457.37,-108.762,-2.77812,0
0.0261697,349.946,5888.53,-87.7737,-3.40889,0
0.0277091,351.905,6588.62,-54.6659,-3.95801,0
0.0292485,352.723,7079.93,-31.6305,-4.41831,0
0.0307879,353.021,7582.08,-8.72594,-4.54876,0
0.0323273,352.763,8087.79,14.2939,-4.17893,0
0.0338667,351.454,8830.8,48.5047,-3.33294,0
0.0354061,350.027,9304.53,70.5915,-3.28416,0
0.0369455,348.24,9753.6,91.6897,-3.17133,0
0.0384848,346.136,10172.5,111.783,-3.04727,0
0.0400242,343.748,10556.8,130.93,-2.89129,0
0.0415636,341.182,10905.7,148.874,-2.78354,0
0.043103,338.462,11219.7,165.77,-2.59562,0
0.0446424,335.631,11498.7,181.953,-2.43713,0
0.0461818,332.78,11741.9,197.113,-2.23359,0
0.0477212,329.967,11956.9,211.03,-2.02876,0
0.0492606,327.207,12138.2,223.991,-1.85042,0
0.0508,325.812,12212.7,230.078,-1.75207,0
0.0523394,323.115,12349,241.585,-1.54845,0
0.0538788,320.552,12465.3,251.879,-1.3914,0
0.0554182,318.032,12556,261.623,-1.25599,0
0.0569576,315.608,12624,270.597,-1.11186,0
0.058497,314.474,12654.8,274.757,-1.06003,0
0.0600364,312.294,12706.3,282.475,-0.923071,0
0.0615758,310.306,12752.1,289.34,-0.831377,0
0.0631152,309.316,12765.8,292.694,-0.782414,0
0.0646545,307.472,12790.5,298.883,-0.683448,0
0.0661939,305.856,12819.1,304.174,-0.587197,0
0.0677333,305.083,12832.2,306.7,-0.568133,0
0.0692727,303.539,12840.4,311.681,-0.510044,0
0.0708121,302.812,12843.3,313.983,-0.464947,0
0.0723515,301.531,12854.2,318.053,-0.405184,0
0.0738909,300.443,12876.5,321.493,-0.348765,0
0.0754303,299.972,12889.8,322.985,-0.323232,0
0.0769697,299.058,12914.2,325.844,-0.297884,0
0.0785091,298.605,12922.6,327.286,-0.284811,0
0.0800485,297.821,12944.9,329.855,-0.24957,0
0.0815879,297.481,12958.4,330.977,-0.233241,0
0.0831273,297.165,12971.8,332.037,-0.222382,0
0.0846667,296.561,12998.2,334.054,-0.197872,0
0.0862061,296.287,13012.4,334.955,-0.187617,0
0.0877455,295.708,13029.4,336.826,-0.169471,0
0.0892848,295.403,13028.8,337.801,-0.161046,0
0.0908242,295.088,13024.8,338.801,-0.145878,0
0.0923636,294.557,13027,340.51,-0.11275,0
0.093903,294.333,13032.5,341.242,-0.109042,0
0.0954424,294.199,13044.8,341.711,-0.0992631,0
0.0969818,293.938,13073.9,342.572,-0.0915059,0
0.0985212,293.81,13089,342.969,-0.0899313,0
0.100061,293.68,13104,343.37,-0.0874597,0
0.1016,293.427,13133,344.11,-0.0822479,0
0.103139,293.299,13146.2,344.469,-0.0787527,0
0.104679,293.181,13159.7,344.815,-0.0762941,0
0.106218,293.062,13171.2,345.155,-0.0723074,0
0.107758,292.837,13192.9,345.828,-0.0661868,0
0.109297,292.738,13203.3,346.141,-0.0637224,0
0.110836,292.638,13213.4,346.46,-0.0600876,0
0.112376,292.553,13224,346.748,-0.0566641,0
0.113915,292.415,13246.8,347.253,-0.0497976,0
0.115455,292.363,13259.3,347.451,-0.0466227,0
0.116994,292.314,13271.4,347.641,-0.0423703,0
0.118533,292.263,13281.8,347.841,-0.0379233,0
0.120073,292.204,13289.2,348.067,-0.0334195,0
0.121612,292.137,13292.7,348.322,-0.0287984,0
0.123152,292.062,13291.6,348.603,-0.0232614,0
0.124691,291.896,13281.8,349.229,-0.01525,0
0.12623,291.803,13274.4,349.603,-0.00384351,0
0.12777,291.82,13278.2,349.658,0.00407535,0
0.129309,291.804,13275.6,349.779,0.00726368,0
0.130848,291.806,13273.8,349.926,0.0123773,0
0.132388,291.845,13277.9,349.887,0.016997,0
0.133927,291.894,13282.8,349.838,0.0197233,0
0.135467,291.966,13290.8,349.73,0.0201039,0
0.137006,292.047,13300.3,349.59,0.0206129,0
0.138545,292.136,13311,349.43,0.0195482,0
0.140085,292.221,13321.9,349.266,0.0185735,0
0.141624,292.303,13333.2,349.096,0.0159057,0
0.143164,292.374,13342.7,348.957,0.0140991,0
0.144703,292.437,13352.1,348.815,0.0138029,0
0.146242,292.501,13361.4,348.663,0.0148332,0
0.147782,292.539,13368.5,348.573,0.00788771,0
0.149321,292.571,13374,348.487,0.00899596,0
0.150861,292.578,13376,348.47,0.00734738,0
0.1524,292.574,13375.1,348.484,0.0087568,0
